"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position"
343,"PL-0119","SAST","Low",1,830.83,4.3,24.1,"Senior","Small",25,6.25,24.1,33.1158374719992,21.84,"P4 - Low","PASS",928
344,"PL-0107","DAST","Low",3,831.11,5.63,14.46,"Intermediate","Large",25,18.75,14.46,33.1269979193737,21.93,"P4 - Low","PASS",926
345,"PL-0215","DAST","High",4,831.52,5.87,80.08,"Intermediate","Medium",75,25,80.08,33.1433400030293,62.08,"P2 - High","WAIT / PRIORITIZE",294
346,"PL-0054","DAST","Low",1,834.71,6.28,20.53,"Intermediate","Large",25,6.25,20.53,33.2704893856174,20.96,"P4 - Low","PASS",948
347,"PL-0057","DAST","Critical",7,835.65,7.01,100,"Junior","Medium",100,43.75,100,33.3079566018032,82.08,"P1 - Critical","BLOCK",83
348,"PL-0027","DAST","Low",1,840.88,5.28,28.68,"Intermediate","Large",25,6.25,28.68,33.5164178152627,23.02,"P4 - Low","PASS",901
349,"PL-0226","IaC","Medium",7,841.26,4.61,62.68,"Junior","Medium",50,43.75,62.68,33.5315641366995,50.27,"P3 - Medium","PASS WITH MONITORING",409
350,"PL-0080","SAST","High",6,845.62,5.41,81.53,"Intermediate","Medium",75,37.5,81.53,33.7053482458168,65,"P2 - High","WAIT / PRIORITIZE",248
351,"PL-0110","DAST","High",5,846.98,6.44,72.18,"Intermediate","Small",75,31.25,72.18,33.7595561330644,61.42,"P2 - High","WAIT / PRIORITIZE",305
352,"PL-0217","IaC","High",3,847.54,3.76,76.58,"Intermediate","Small",75,18.75,76.58,33.7818770278134,60.02,"P2 - High","WAIT / PRIORITIZE",320
353,"PL-0015","SAST","Low",1,847.58,4.31,39.86,"Intermediate","Medium",25,6.25,39.86,33.7834713774384,25.84,"P4 - Low","PASS",835
354,"PL-0241","SAST","Medium",4,847.79,5.09,51.21,"Intermediate","Small",50,25,51.21,33.7918417129692,43.68,"P3 - Medium","PASS WITH MONITORING",591
355,"PL-0023","SAST","Low",3,853.12,3.57,29.48,"Intermediate","Small",25,18.75,29.48,34.0042888004911,25.77,"P4 - Low","PASS",837
356,"PL-0266","SCA","Medium",4,859.68,4.38,50.07,"Senior","Small",50,25,50.07,34.2657621389795,43.44,"P3 - Medium","PASS WITH MONITORING",603
357,"PL-0141","IaC","Low",1,865.87,3.99,31.3,"Intermediate","Small",25,6.25,31.3,34.5124877434373,23.78,"P4 - Low","PASS",883
358,"PL-0062","IaC","Medium",4,867.47,4.33,49.91,"Junior","Large",50,25,49.91,34.5762617284344,43.44,"P3 - Medium","PASS WITH MONITORING",604
359,"PL-0257","SCA","Critical",14,870.8,5.91,100,"Intermediate","Small",100,87.5,100,34.7089913347098,90.97,"P1 - Critical","BLOCK",14
360,"PL-0267","Container","High",5,871.16,5.55,88.81,"Intermediate","Small",75,31.25,88.81,34.7233404813341,65.67,"P2 - High","WAIT / PRIORITIZE",240
361,"PL-0282","IaC","High",9,871.86,4.08,87.31,"Senior","Small",75,56.25,87.31,34.7512415997704,70.3,"P2 - High","WAIT / PRIORITIZE",153
362,"PL-0250","DAST","Medium",1,874.23,5.88,56.83,"Intermediate","Small",50,6.25,56.83,34.8457068150475,41.44,"P3 - Medium","PASS WITH MONITORING",647
363,"PL-0074","DAST","Low",2,876.22,5.73,21.59,"Junior","Medium",25,12.5,21.59,34.9250257088877,22.64,"P4 - Low","PASS",913
364,"PL-0123","Container","Low",1,879.82,5.42,24.09,"Intermediate","Medium",25,6.25,24.09,35.0685171751313,22.03,"P4 - Low","PASS",924
365,"PL-0100","DAST","Low",1,898.17,6.11,32.08,"Junior","Medium",25,6.25,32.08,35.7999250655676,24.1,"P4 - Low","PASS",876
366,"PL-0198","SAST","Medium",2,900.54,2.07,41.42,"Intermediate","Small",50,12.5,41.42,35.8943902808447,38.94,"P4 - Low","PASS WITH MONITORING",705
367,"PL-0091","SCA","Medium",7,900.82,2.97,56.69,"Junior","Medium",50,43.75,56.69,35.9055507282192,49.01,"P3 - Medium","PASS WITH MONITORING",436
368,"PL-0212","SAST","High",7,901.98,4.61,63.81,"Junior","Small",75,43.75,63.81,35.9517868673421,62.05,"P2 - High","PASS WITH MONITORING",297
369,"PL-0281","SAST","Low",1,903.9,1.56,22.55,"Junior","Small",25,6.25,22.55,36.0283156493387,21.74,"P4 - Low","PASS",929
370,"PL-0024","Container","Low",2,905.14,4.9,15.74,"Junior","Large",25,12.5,15.74,36.0777404877115,21.29,"P4 - Low","PASS",941
371,"PL-0080","Container","Low",1,907.62,3.71,17.78,"Junior","Medium",25,6.25,17.78,36.1765901644572,20.56,"P4 - Low","PASS",956
372,"PL-0016","SAST","Medium",2,911.98,4.26,36.43,"Intermediate","Medium",50,12.5,36.43,36.3503742735744,37.74,"P4 - Low","PASS",724
373,"PL-0243","DAST","Medium",5,913.5,6.68,55.08,"Senior","Small",50,31.25,55.08,36.4109595593218,46.16,"P3 - Medium","PASS WITH MONITORING",511
374,"PL-0003","SAST","Low",1,914.92,2.15,28.13,"Junior","Large",25,6.25,28.13,36.4675589710067,23.18,"P4 - Low","PASS",894
375,"PL-0224","Container","Medium",6,918.22,5.95,56.57,"Intermediate","Small",50,37.5,56.57,36.5990928150634,47.8,"P3 - Medium","PASS WITH MONITORING",472
376,"PL-0149","DAST","Medium",5,924.82,5.77,53.1,"Senior","Medium",50,31.25,53.1,36.8621605031767,45.71,"P3 - Medium","PASS WITH MONITORING",527
377,"PL-0231","IaC","High",6,929.06,6.54,68.62,"Senior","Small",75,37.5,68.62,37.0311615634192,62.11,"P2 - High","PASS WITH MONITORING",293
378,"PL-0195","SCA","High",2,929.71,2.27,63.72,"Junior","Medium",75,12.5,63.72,37.0570697448243,55.89,"P3 - Medium","PASS WITH MONITORING",348
379,"PL-0010","Container","High",7,931.06,5.87,82.89,"Junior","Small",75,43.75,82.89,37.1108790446657,66.93,"P2 - High","WAIT / PRIORITIZE",213
380,"PL-0135","SCA","Critical",10,931.68,4.55,100,"Intermediate","Medium",100,62.5,100,37.1355914638521,86.21,"P1 - Critical","BLOCK",49
381,"PL-0147","SAST","Medium",3,935.86,2.92,47.18,"Intermediate","Medium",50,18.75,47.18,37.3022009996572,41.78,"P3 - Medium","PASS WITH MONITORING",640
382,"PL-0170","DAST","Low",2,937.81,6.03,37.88,"Senior","Large",25,12.5,37.88,37.3799255438725,26.96,"P4 - Low","PASS",815
383,"PL-0174","Container","Medium",1,940.33,3.38,43.11,"Intermediate","Medium",50,6.25,43.11,37.4803695702431,38.28,"P4 - Low","PASS WITH MONITORING",718
384,"PL-0158","SCA","Low",1,944.01,3.24,19.91,"Junior","Medium",25,6.25,19.91,37.6270497357365,21.24,"P4 - Low","PASS",943
385,"PL-0107","SCA","Low",3,950.24,4.59,25.5,"Intermediate","Small",25,18.75,25.5,37.8753696898193,25.16,"P4 - Low","PASS",850
386,"PL-0227","DAST","Medium",4,950.49,6.81,57.8,"Intermediate","Small",50,25,57.8,37.8853343749751,45.74,"P3 - Medium","PASS WITH MONITORING",525
387,"PL-0042","DAST","Medium",4,953.59,6.78,66.3,"Senior","Medium",50,25,66.3,38.0088964709071,47.88,"P3 - Medium","PASS WITH MONITORING",470
388,"PL-0243","SAST","High",8,964.68,3.78,87.28,"Intermediate","Small",75,50,87.28,38.4509299044187,69.42,"P2 - High","WAIT / PRIORITIZE",167
389,"PL-0098","SCA","High",9,964.71,4.37,80.08,"Senior","Small",75,56.25,80.08,38.4521256666374,68.87,"P2 - High","WAIT / PRIORITIZE",183
390,"PL-0213","SAST","Low",4,966.34,1.97,21.75,"Junior","Medium",25,25,21.75,38.5170954138533,25.54,"P4 - Low","PASS",843
391,"PL-0171","SAST","High",10,966.7,5,88.93,"Junior","Large",75,62.5,88.93,38.5314445604777,72.34,"P2 - High","WAIT / PRIORITIZE",130
392,"PL-0254","SAST","Medium",7,967.28,4.22,48.83,"Intermediate","Small",50,43.75,48.83,38.5545626300391,47.31,"P3 - Medium","PASS WITH MONITORING",482
393,"PL-0026","SAST","Low",2,970.34,3.79,19.09,"Intermediate","Small",25,12.5,19.09,38.6765303763462,22.39,"P4 - Low","PASS",919
394,"PL-0097","Container","Low",2,980.23,4.71,23.22,"Intermediate","Small",25,12.5,23.22,39.07073332111,23.46,"P4 - Low","PASS",888
395,"PL-0117","SAST","High",2,981.32,2.62,63.85,"Junior","Medium",75,12.5,63.85,39.1141793483893,56.12,"P3 - Medium","PASS WITH MONITORING",346
396,"PL-0134","SCA","Medium",3,987.65,3.34,58.16,"Junior","Medium",50,18.75,58.16,39.3664851765344,44.73,"P3 - Medium","PASS WITH MONITORING",552
397,"PL-0279","SAST","Medium",4,987.78,4.12,52.59,"Junior","Small",50,25,52.59,39.3716668128154,44.58,"P3 - Medium","PASS WITH MONITORING",556
398,"PL-0252","IaC","Medium",5,987.87,3.94,44.28,"Junior","Medium",50,31.25,44.28,39.3752540994715,43.76,"P3 - Medium","PASS WITH MONITORING",590
399,"PL-0173","SAST","Low",1,993,3.57,16.13,"Intermediate","Large",25,6.25,16.13,39.5797294388686,20.49,"P4 - Low","PASS",958
400,"PL-0239","SCA","Critical",7,1001.96,3.99,98.24,"Intermediate","Small",100,43.75,98.24,39.9368637548528,82.3,"P1 - Critical","BLOCK",81
401,"PL-0085","DAST","High",4,1004.54,5.23,74.27,"Intermediate","Small",75,25,74.27,40.0396993056607,61.32,"P2 - High","WAIT / PRIORITIZE",307
402,"PL-0033","IaC","Low",1,1004.89,2.17,25.21,"Intermediate","Small",25,6.25,25.21,40.0536498648789,22.81,"P4 - Low","PASS",908
403,"PL-0104","DAST","Critical",8,1004.96,6.27,100,"Intermediate","Medium",100,50,100,40.0564399767225,84.01,"P1 - Critical","BLOCK",67
404,"PL-0173","IaC","High",8,1006.45,4.29,82.57,"Intermediate","Small",75,50,82.57,40.1158295002511,68.4,"P2 - High","WAIT / PRIORITIZE",187
405,"PL-0130","SAST","Low",2,1006.49,4.53,15.17,"Intermediate","Medium",25,12.5,15.17,40.117423849876,21.55,"P4 - Low","PASS",933
406,"PL-0256","SCA","Low",3,1006.77,3.44,26.55,"Junior","Large",25,18.75,26.55,40.1285842972505,25.65,"P4 - Low","PASS",840
407,"PL-0126","SCA","Medium",5,1008.13,2.16,48.3,"Senior","Medium",50,31.25,48.3,40.1827921844981,44.84,"P3 - Medium","PASS WITH MONITORING",549
408,"PL-0035","Container","High",9,1009.61,5.84,79.32,"Junior","Medium",75,56.25,79.32,40.2417831206205,68.85,"P2 - High","WAIT / PRIORITIZE",184
409,"PL-0156","Container","High",5,1010.61,5.1,70.34,"Intermediate","Medium",75,31.25,70.34,40.2816418612437,61.61,"P2 - High","WAIT / PRIORITIZE",301
410,"PL-0045","SAST","Low",5,1013.52,4.97,37.82,"Intermediate","Small",25,31.25,37.82,40.3976307964573,30.99,"P4 - Low","PASS",755
411,"PL-0144","DAST","Medium",5,1017.13,6.17,48.76,"Junior","Medium",50,31.25,48.76,40.5415208501072,44.99,"P3 - Medium","PASS WITH MONITORING",546
412,"PL-0237","DAST","Medium",7,1018.39,7.31,67.65,"Senior","Medium",50,43.75,67.65,40.5917428632925,52.22,"P3 - Medium","PASS WITH MONITORING",380
413,"PL-0136","Container","Medium",3,1020.17,5.75,32.55,"Senior","Small",50,18.75,32.55,40.6626914216018,38.45,"P4 - Low","PASS",713
414,"PL-0249","SAST","Medium",5,1026.84,3.05,54.32,"Intermediate","Medium",50,31.25,54.32,40.9285492215588,46.42,"P3 - Medium","PASS WITH MONITORING",501
415,"PL-0253","Container","Low",1,1028.91,6.1,27.17,"Junior","Medium",25,6.25,27.17,41.0110568146489,23.39,"P4 - Low","PASS",890
416,"PL-0102","SAST","Low",2,1030.41,3.48,26.89,"Intermediate","Small",25,12.5,26.89,41.0708449255837,24.58,"P4 - Low","PASS",863
417,"PL-0102","Container","Medium",5,1033.95,6.53,53.71,"Intermediate","Medium",50,31.25,53.71,41.21194486739,46.3,"P3 - Medium","PASS WITH MONITORING",506
418,"PL-0095","Container","Medium",4,1033.98,5.75,33.98,"Junior","Medium",50,25,33.98,41.2131406296087,40.12,"P3 - Medium","PASS",675
419,"PL-0256","SAST","Critical",13,1034.46,5.93,100,"Intermediate","Small",100,81.25,100,41.2322728251078,90.37,"P1 - Critical","BLOCK",18
420,"PL-0233","Container","Medium",3,1037.07,5.58,55.47,"Junior","Medium",50,18.75,55.47,41.3363041381344,44.25,"P3 - Medium","PASS WITH MONITORING",572
421,"PL-0010","Container","Medium",1,1043.69,4.03,53.44,"Intermediate","Small",50,6.25,53.44,41.6001690010602,41.27,"P3 - Medium","PASS WITH MONITORING",653
422,"PL-0188","Container","High",4,1045.08,5.96,70.93,"Junior","Small",75,25,70.93,41.6555726505265,60.65,"P2 - High","WAIT / PRIORITIZE",316
423,"PL-0161","DAST","Medium",1,1045.53,6.27,47.74,"Junior","Small",50,6.25,47.74,41.673509083807,39.85,"P4 - Low","PASS WITH MONITORING",681
424,"PL-0214","Container","Critical",7,1046.63,5.03,94.05,"Intermediate","Large",100,43.75,94.05,41.7173536984925,81.43,"P1 - Critical","BLOCK",91
425,"PL-0271","SAST","Medium",2,1061.58,2.97,46.82,"Intermediate","Medium",50,12.5,46.82,42.3132418708098,40.94,"P3 - Medium","PASS WITH MONITORING",659
426,"PL-0068","SCA","High",7,1062.85,4.78,77.71,"Intermediate","Small",75,43.75,77.71,42.3638624714013,66.16,"P2 - High","WAIT / PRIORITIZE",230
427,"PL-0103","DAST","Medium",5,1064.08,6.9,48.85,"Junior","Small",50,31.25,48.85,42.4128887223679,45.2,"P3 - Medium","PASS WITH MONITORING",543
428,"PL-0138","SCA","Low",2,1064.65,4.47,26.48,"Intermediate","Small",25,12.5,26.48,42.4356082045232,24.61,"P4 - Low","PASS",862
429,"PL-0200","Container","Low",4,1066.43,5.59,30.85,"Junior","Small",25,25,30.85,42.5065567628325,28.21,"P4 - Low","PASS",791
430,"PL-0223","IaC","Low",1,1067.79,4.93,23.69,"Junior","Large",25,6.25,23.69,42.5607646500801,22.68,"P4 - Low","PASS",912
431,"PL-0173","Container","Medium",3,1071.98,4.59,46.84,"Intermediate","Small",50,18.75,46.84,42.7277727732915,42.23,"P3 - Medium","PASS WITH MONITORING",631
432,"PL-0084","SCA","High",9,1078.22,5.41,86.29,"Junior","Small",75,56.25,86.29,42.9764913147804,70.87,"P2 - High","WAIT / PRIORITIZE",145
433,"PL-0183","SCA","High",11,1079,4.23,83.01,"Intermediate","Small",75,68.75,83.01,43.0075811324665,72.55,"P2 - High","WAIT / PRIORITIZE",128
434,"PL-0120","SAST","Low",4,1081.94,3.75,37.67,"Junior","Small",25,25,37.67,43.1247658298988,29.98,"P4 - Low","PASS",769
435,"PL-0176","IaC","Medium",5,1087.65,3.6,51.75,"Intermediate","Small",50,31.25,51.75,43.3523592388575,46.02,"P3 - Medium","PASS WITH MONITORING",518
436,"PL-0008","SAST","High",10,1089.23,4.17,80.68,"Junior","Medium",75,62.5,80.68,43.4153360490422,70.76,"P2 - High","WAIT / PRIORITIZE",146
437,"PL-0105","Container","Low",3,1091.79,4.9,18.25,"Junior","Small",25,18.75,18.25,43.5173744250377,23.91,"P4 - Low","PASS",879
438,"PL-0176","SAST","Medium",2,1096.96,3.49,48.36,"Junior","Medium",50,12.5,48.36,43.7234441140598,41.46,"P3 - Medium","PASS WITH MONITORING",646
439,"PL-0075","SAST","Low",2,1099.6,3.6,25.56,"Senior","Medium",25,12.5,25.56,43.8286711893051,24.52,"P4 - Low","PASS",865
440,"PL-0141","SAST","High",5,1111.16,3.82,81.53,"Junior","Large",75,31.25,81.53,44.2894382309097,64.81,"P2 - High","WAIT / PRIORITIZE",254
441,"PL-0103","Container","High",7,1116.19,6.18,81.01,"Junior","Small",75,43.75,81.01,44.4899276962445,67.2,"P2 - High","WAIT / PRIORITIZE",205
442,"PL-0018","SAST","Medium",3,1119.35,5.15,43.19,"Senior","Medium",50,18.75,43.19,44.6158813166139,41.51,"P3 - Medium","PASS WITH MONITORING",645
443,"PL-0133","SCA","Medium",5,1120.33,2.58,53.94,"Intermediate","Small",50,31.25,53.94,44.6549428824247,46.7,"P3 - Medium","PASS WITH MONITORING",492
444,"PL-0031","SAST","Medium",3,1120.37,4.31,54.64,"Junior","Medium",50,18.75,54.64,44.6565372320496,44.38,"P3 - Medium","PASS WITH MONITORING",565
445,"PL-0020","SAST","Medium",3,1121.8,3.83,53.34,"Junior","Medium",50,18.75,53.34,44.7135352311408,44.06,"P3 - Medium","PASS WITH MONITORING",580
446,"PL-0210","DAST","High",5,1122.83,6.55,80.47,"Intermediate","Small",75,31.25,80.47,44.7545897339828,64.59,"P2 - High","WAIT / PRIORITIZE",260
447,"PL-0103","SAST","Critical",6,1123.89,3.58,100,"Intermediate","Medium",100,37.5,100,44.7968399990434,81.98,"P1 - Critical","BLOCK",86
448,"PL-0241","DAST","High",5,1126.07,4.86,71.3,"Senior","Medium",75,31.25,71.3,44.883732053602,62.31,"P2 - High","WAIT / PRIORITIZE",288
449,"PL-0195","Container","Critical",6,1128.54,6.05,100,"Junior","Small",100,37.5,100,44.9821831429414,82,"P1 - Critical","BLOCK",84
450,"PL-0240","SCA","Medium",2,1129.12,2.53,44.26,"Senior","Small",50,12.5,44.26,45.0053012125029,40.57,"P3 - Medium","PASS WITH MONITORING",667
451,"PL-0264","SCA","High",4,1132.61,3.93,97.06,"Intermediate","Medium",75,25,97.06,45.144408217278,67.53,"P2 - High","WAIT / PRIORITIZE",200
452,"PL-0275","SAST","Low",1,1133.78,2.16,13.02,"Junior","Medium",25,6.25,13.02,45.1910429438071,20.27,"P4 - Low","PASS",962
453,"PL-0114","DAST","Low",2,1135.31,6.32,18.71,"Intermediate","Medium",25,12.5,18.71,45.2520268169607,22.95,"P4 - Low","PASS",904
454,"PL-0266","SAST","Medium",3,1137.94,3.71,53.52,"Junior","Small",50,18.75,53.52,45.3568553047998,44.17,"P3 - Medium","PASS WITH MONITORING",576
455,"PL-0207","SAST","Medium",7,1139.18,6.47,54.84,"Junior","Small",50,43.75,54.84,45.4062801431726,49.5,"P3 - Medium","PASS WITH MONITORING",424
456,"PL-0268","Container","Medium",4,1142.2,4.71,46.31,"Intermediate","Small",50,25,46.31,45.5266535398548,43.63,"P3 - Medium","PASS WITH MONITORING",594
457,"PL-0163","SCA","Low",2,1144.84,4.3,29.98,"Junior","Small",25,12.5,29.98,45.6318806151001,25.81,"P4 - Low","PASS",836
458,"PL-0180","Container","Low",3,1146.78,6.09,32.42,"Junior","Medium",25,18.75,32.42,45.7092065719091,27.68,"P4 - Low","PASS",801
459,"PL-0112","SCA","Medium",3,1150.68,2.77,61.96,"Junior","Large",50,18.75,61.96,45.8646556603398,46.33,"P3 - Medium","PASS WITH MONITORING",504
460,"PL-0032","Container","High",8,1151.24,5.86,77.5,"Senior","Small",75,50,77.5,45.8869765550888,67.71,"P2 - High","WAIT / PRIORITIZE",197
461,"PL-0189","Container","Medium",5,1152.19,5.08,36.48,"Senior","Small",50,31.25,36.48,45.9248423586808,42.46,"P3 - Medium","PASS",625
462,"PL-0054","Container","High",4,1153.87,5.49,82.06,"Intermediate","Medium",75,25,82.06,45.9918050429279,63.86,"P2 - High","WAIT / PRIORITIZE",271
463,"PL-0129","SCA","High",5,1155.56,3.68,80.74,"Intermediate","Small",75,31.25,80.74,46.0591663145811,64.79,"P2 - High","WAIT / PRIORITIZE",255
464,"PL-0007","DAST","Medium",4,1156.3,5.31,58.26,"Intermediate","Large",50,25,58.26,46.0886617826423,46.67,"P3 - Medium","PASS WITH MONITORING",493
465,"PL-0203","DAST","Low",4,1158.66,6.52,29.45,"Intermediate","Small",25,25,29.45,46.1827284105131,28.23,"P4 - Low","PASS",789
466,"PL-0011","Container","Medium",9,1163.41,7.14,51.88,"Intermediate","Small",50,56.25,51.88,46.3720574284735,51.36,"P3 - Medium","PASS WITH MONITORING",390
467,"PL-0077","Container","Medium",3,1164.01,6.38,45.74,"Senior","Large",50,18.75,45.74,46.3959726728474,42.32,"P3 - Medium","PASS WITH MONITORING",626
468,"PL-0101","DAST","Medium",3,1167.55,5.07,52.46,"Intermediate","Medium",50,18.75,52.46,46.5370726146537,44.02,"P3 - Medium","PASS WITH MONITORING",582
469,"PL-0226","IaC","Medium",5,1172.64,3.9,61.57,"Intermediate","Small",50,31.25,61.57,46.7399536044259,48.82,"P3 - Medium","PASS WITH MONITORING",445
470,"PL-0143","Container","Low",3,1175.32,4.8,30.61,"Junior","Medium",25,18.75,30.61,46.8467750292962,27.34,"P4 - Low","PASS",808
471,"PL-0037","IaC","Low",1,1175.84,3.4,16.85,"Intermediate","Small",25,6.25,16.85,46.8675015744203,21.4,"P4 - Low","PASS",938
472,"PL-0256","IaC","High",4,1179.25,3.9,73.63,"Intermediate","Large",75,25,73.63,47.0034198799455,61.86,"P2 - High","WAIT / PRIORITIZE",298
473,"PL-0177","DAST","Critical",5,1180.63,5.58,100,"Junior","Medium",100,31.25,100,47.0584249420055,80.96,"P1 - Critical","BLOCK",95
474,"PL-0210","SAST","Medium",6,1183.33,4.35,47.97,"Junior","Small",50,37.5,47.97,47.1660435416883,46.71,"P3 - Medium","PASS WITH MONITORING",491
475,"PL-0118","SAST","High",3,1185.37,4.79,61.24,"Intermediate","Small",75,18.75,61.24,47.2473553725596,57.53,"P3 - Medium","PASS WITH MONITORING",340
476,"PL-0273","IaC","Low",3,1194.72,3.52,27.41,"Intermediate","Small",25,18.75,27.41,47.6200345973869,26.61,"P4 - Low","PASS",819
477,"PL-0039","SCA","Medium",4,1198.86,3.09,47.4,"Intermediate","Small",50,25,47.4,47.785049783567,44.13,"P3 - Medium","PASS WITH MONITORING",579
478,"PL-0204","SCA","Low",1,1206.98,3.41,22.59,"Senior","Small",25,6.25,22.59,48.1087027574277,22.96,"P4 - Low","PASS",902
479,"PL-0222","SCA","High",4,1207.91,3.56,70.29,"Junior","Small",75,25,70.29,48.1457713862073,61.14,"P2 - High","WAIT / PRIORITIZE",309
480,"PL-0163","SCA","High",9,1210.2,4.5,83.07,"Intermediate","Small",75,56.25,83.07,48.2370479022345,70.59,"P2 - High","WAIT / PRIORITIZE",148
481,"PL-0148","IaC","Low",2,1212.7,4.06,13.53,"Junior","Medium",25,12.5,13.53,48.3366947537926,21.97,"P4 - Low","PASS",925
482,"PL-0008","Container","High",9,1215.35,5.9,78.84,"Senior","Small",75,56.25,78.84,48.4423204164441,69.55,"P2 - High","WAIT / PRIORITIZE",166
483,"PL-0276","IaC","Medium",4,1215.61,3.52,44.55,"Senior","Small",50,25,44.55,48.4526836890062,43.48,"P3 - Medium","PASS WITH MONITORING",599
484,"PL-0156","SCA","Critical",10,1216.64,3.43,100,"Intermediate","Large",100,62.5,100,48.4937381918481,87.35,"P1 - Critical","BLOCK",40
485,"PL-0097","SCA","Medium",7,1217.22,3.05,66.82,"Senior","Medium",50,43.75,66.82,48.5168562614096,52.81,"P3 - Medium","PASS WITH MONITORING",371
486,"PL-0184","SAST","Low",1,1218.67,4.32,13.36,"Junior","Medium",25,6.25,13.36,48.5746514353132,20.7,"P4 - Low","PASS",954
487,"PL-0046","SCA","Low",2,1220.54,2.89,20.9,"Intermediate","Medium",25,12.5,20.9,48.6491872802787,23.84,"P4 - Low","PASS",881
488,"PL-0248","SCA","Low",2,1220.85,3.07,14.64,"Intermediate","Medium",25,12.5,14.64,48.6615434898719,22.28,"P4 - Low","PASS",921
489,"PL-0184","SAST","Critical",6,1221.28,4.05,100,"Junior","Small",100,37.5,100,48.6786827483399,82.37,"P1 - Critical","BLOCK",80
490,"PL-0098","Container","High",10,1225.14,5.88,87,"Intermediate","Medium",75,62.5,87,48.8325374871456,72.88,"P2 - High","WAIT / PRIORITIZE",127
491,"PL-0069","DAST","Medium",8,1228.02,7.26,56.79,"Intermediate","Small",50,50,56.79,48.9473306601405,51.59,"P3 - Medium","PASS WITH MONITORING",388
492,"PL-0268","SAST","Critical",7,1229.35,4.3,100,"Intermediate","Large",100,43.75,100,49.0003427851694,83.65,"P1 - Critical","BLOCK",69
493,"PL-0259","DAST","Medium",6,1229.97,5.69,49.42,"Junior","Small",50,37.5,49.42,49.0250552043558,47.26,"P3 - Medium","PASS WITH MONITORING",483
494,"PL-0018","DAST","High",4,1230.43,5.41,76.23,"Junior","Small",75,25,76.23,49.0433902250425,62.71,"P2 - High","WAIT / PRIORITIZE",286
495,"PL-0242","IaC","High",6,1231.69,4.39,78.14,"Senior","Small",75,37.5,78.14,49.0936122382277,65.69,"P2 - High","WAIT / PRIORITIZE",238
496,"PL-0178","SAST","Low",2,1237.6,2.45,18.85,"Junior","Small",25,12.5,18.85,49.329177395311,23.4,"P4 - Low","PASS",889
497,"PL-0115","SAST","High",4,1239.9,4.33,67.07,"Junior","Small",75,25,67.07,49.4208524987445,60.46,"P2 - High","PASS WITH MONITORING",317
498,"PL-0030","IaC","Medium",1,1241.41,2.21,44.15,"Senior","Medium",50,6.25,44.15,49.4810391970855,39.74,"P4 - Low","PASS WITH MONITORING",683
499,"PL-0148","Container","High",5,1243.2,5.17,87.79,"Intermediate","Medium",75,31.25,87.79,49.5523863428011,66.9,"P2 - High","WAIT / PRIORITIZE",214
500,"PL-0162","Container","Medium",2,1244.56,4.06,56.72,"Junior","Large",50,12.5,56.72,49.6065942300487,44.14,"P3 - Medium","PASS WITH MONITORING",578
501,"PL-0277","SCA","Medium",8,1253.68,5.45,66.04,"Junior","Small",50,50,66.04,49.9701059445326,54.01,"P3 - Medium","PASS WITH MONITORING",360
502,"PL-0180","SAST","Low",2,1256.51,4.33,32.91,"Senior","Medium",25,12.5,32.91,50.0829061804963,26.99,"P4 - Low","PASS",814
503,"PL-0083","DAST","Low",1,1260.33,5.87,12.72,"Intermediate","Large",25,6.25,12.72,50.2351665696771,20.7,"P4 - Low","PASS",955
504,"PL-0125","Container","Critical",10,1265.4,7.01,99.83,"Senior","Small",100,62.5,99.83,50.4372503846368,87.5,"P1 - Critical","BLOCK",38
505,"PL-0235","IaC","Low",2,1267.87,4.54,20.08,"Intermediate","Large",25,12.5,20.08,50.5357014739762,23.82,"P4 - Low","PASS",882
506,"PL-0082","Container","Medium",4,1268.67,4.14,54.32,"Junior","Medium",50,25,54.32,50.5675884664748,46.14,"P3 - Medium","PASS WITH MONITORING",513
507,"PL-0040","SAST","High",7,1269.82,3.9,73.6,"Senior","Small",75,43.75,73.6,50.6134260181915,65.96,"P2 - High","WAIT / PRIORITIZE",233
508,"PL-0280","DAST","Critical",10,1272.56,7.61,100,"Senior","Small",100,62.5,100,50.7226389674992,87.57,"P1 - Critical","BLOCK",36
509,"PL-0157","Container","High",7,1273.46,5.47,65.9,"Senior","Small",75,43.75,65.9,50.7585118340601,64.05,"P2 - High","PASS WITH MONITORING",267
510,"PL-0278","SCA","High",3,1275.87,3.58,72.63,"Intermediate","Small",75,18.75,72.63,50.8545713989621,60.74,"P2 - High","WAIT / PRIORITIZE",315
511,"PL-0215","SAST","Medium",4,1279.43,4.44,42.64,"Senior","Medium",50,25,42.64,50.9964685155808,43.26,"P3 - Medium","PASS WITH MONITORING",609
512,"PL-0236","SAST","Low",4,1281.23,4.14,19.76,"Intermediate","Medium",25,25,19.76,51.0682142487026,26.3,"P4 - Low","PASS",828
513,"PL-0148","DAST","High",5,1285.25,7.72,70.48,"Intermediate","Medium",75,31.25,70.48,51.228446386008,62.74,"P2 - High","WAIT / PRIORITIZE",284
